TRM,M,RGE,TWP,FMU_NAME,FMU_CODE,areaha,ECOZONE,ZONE_NAME,FTEAREA
"104035","5","3","104",F23,F23,9513.267,"9",Boreal PLain,9513.267
"105035","5","3","105",F23,F23,9489.960,"9",Boreal PLain,9489.960
"108035","5","3","108",F23,F23,9512.760,"9",Boreal PLain,9512.760
"109035","5","3","109",F23,F23,9494.054,"9",Boreal PLain,9494.054
"111035","5","3","111",F23,F23,9535.209,"9",Boreal PLain,9535.211
"114035","5","3","114",F10,F10,9464.342,"4",Taiga Plain,9464.340
"115035","5","3","115",F10,F10,9545.044,"4",Taiga Plain,9545.046
"118035","5","3","118",F10,F10,9464.945,"4",Taiga Plain,9464.943
"119035","5","3","119",F10,F10,9548.660,"4",Taiga Plain,9548.662
"003045","5","4","3",C5,C05,12.906,"14",Montane Cordillera,12.907
"006045","5","4","6",C5,C05,9464.724,"14",Montane Cordillera,9464.722
"004045","5","4","4",C5,C05,4402.068,"14",Montane Cordillera,4402.069
"008045","5","4","8",C5,C05,3971.628,"14",Montane Cordillera,3971.624
"008045","5","4","8",CO1,C51,765.870,"14",Montane Cordillera,765.867
"008045","5","4","8",CO2,C52,4779.931,"14",Montane Cordillera,4779.938
"010045","5","4","10",C5,C05,9478.096,"14",Montane Cordillera,9478.094
"011045","5","4","11",C5,C05,9518.854,"14",Montane Cordillera,9518.856
"014045","5","4","14",B11,B11,23.389,"14",Montane Cordillera,23.389
"014045","5","4","14",B12,B12,22.151,"14",Montane Cordillera,22.151
"014045","5","4","14",C5,C05,9397.527,"14",Montane Cordillera,9397.525
"016045","5","4","16",B11,B11,131.689,"14",Montane Cordillera,131.689
"016045","5","4","16",B12,B12,655.786,"14",Montane Cordillera,655.786
"016045","5","4","16",C5,C05,5017.155,"10",Prairie,1676.697
"016045","5","4","16",C5,C05,5017.155,"14",Montane Cordillera,3340.463
"016045","5","4","16",CO2,C52,3706.383,"10",Prairie,3559.934
"016045","5","4","16",CO2,C52,3706.383,"14",Montane Cordillera,146.444
"018045","5","4","18",B12,B12,2624.043,"10",Prairie,563.261
"018045","5","4","18",B12,B12,2624.043,"9",Boreal PLain,2060.778
"018045","5","4","18",BO1,B51,6872.441,"10",Prairie,3969.791
"018045","5","4","18",BO1,B51,6872.441,"9",Boreal PLain,2902.651
"020045","5","4","20",B11,B11,1455.332,"9",Boreal PLain,1455.336
"020045","5","4","20",B12,B12,2507.327,"9",Boreal PLain,2507.327
"020045","5","4","20",BO1,B51,5527.664,"10",Prairie,493.984
"020045","5","4","20",BO1,B51,5527.664,"9",Boreal PLain,5033.676
"021045","5","4","21",B12,B12,1252.379,"9",Boreal PLain,1252.380
"021045","5","4","21",BO1,B51,8223.021,"10",Prairie,709.381
"021045","5","4","21",BO1,B51,8223.021,"9",Boreal PLain,7513.639
"024045","5","4","24",BO1,B51,9519.788,"10",Prairie,6223.790
"024045","5","4","24",BO1,B51,9519.788,"9",Boreal PLain,3295.998
"025045","5","4","25",BO1,B51,8945.860,"10",Prairie,8796.759
"025045","5","4","25",BO1,B51,8945.860,"9",Boreal PLain,149.100
"025045","5","4","25",BO2,B52,535.356,"10",Prairie,535.357
"028045","5","4","28",BO2,B52,9504.859,"10",Prairie,9504.859
"030045","5","4","30",BO2,B52,9471.231,"9",Boreal PLain,1321.174
"030045","5","4","30",BO2,B52,9471.231,"10",Prairie,8150.054
"031045","5","4","31",BO2,B52,9514.141,"9",Boreal PLain,3745.895
"031045","5","4","31",BO2,B52,9514.141,"10",Prairie,5768.248
"034045","5","4","34",BO2,B52,9478.422,"9",Boreal PLain,9478.421
"035045","5","4","35",BO2,B52,9541.855,"9",Boreal PLain,9541.862
"035045","5","4","35",RO1,R51,0.006,"9",Boreal PLain,0.000
"038045","5","4","38",RO1,R51,9485.037,"9",Boreal PLain,9484.897
"038045","5","4","38",RO1,R51,9485.037,"10",Prairie,0.138
"039045","5","4","39",RO1,R51,9551.040,"9",Boreal PLain,9551.042
"041045","5","4","41",RO1,R51,9484.955,"9",Boreal PLain,9484.955
"044045","5","4","44",RO1,R51,9488.144,"9",Boreal PLain,9488.144
"045045","5","4","45",RO1,R51,9481.008,"9",Boreal PLain,9481.008
"048045","5","4","48",RO1,R51,9503.250,"9",Boreal PLain,9503.250
"049045","5","4","49",RO1,R51,9476.099,"9",Boreal PLain,9476.099
"051045","5","4","51",WO2,W52,9534.556,"9",Boreal PLain,9534.557
"053045","5","4","53",WO2,W52,9484.232,"9",Boreal PLain,9484.232
"055045","5","4","55",WO2,W52,9548.150,"9",Boreal PLain,9548.152
"058045","5","4","58",WO2,W52,9460.836,"9",Boreal PLain,9460.834
"059045","5","4","59",WO2,W52,9548.142,"9",Boreal PLain,9548.144
"061045","5","4","61",WO2,W52,9491.897,"9",Boreal PLain,9491.897
"063045","5","4","63",S25,S25,50.584,"9",Boreal PLain,50.583
"063045","5","4","63",W16,W16,6839.491,"9",Boreal PLain,6839.498
"063045","5","4","63",WO2,W52,2644.468,"9",Boreal PLain,2644.464
"065045","5","4","65",W16,W16,9488.806,"9",Boreal PLain,9488.806
"066045","5","4","66",W16,W16,9477.557,"9",Boreal PLain,9477.556
"060155","5","15","60",W16,W16,9512.243,"9",Boreal PLain,9512.243
"061155","5","15","61",W16,W16,9491.038,"9",Boreal PLain,9491.038
"063155","5","15","63",W14,W14,9538.943,"9",Boreal PLain,9538.944
"066155","5","15","66",W16,W16,9455.776,"9",Boreal PLain,9455.776
"067155","5","15","67",S21,S21,9525.630,"9",Boreal PLain,9525.631
"070155","5","15","70",S20,S20,9487.570,"9",Boreal PLain,9487.569
"071155","5","15","71",M4,M04,9563.755,"9",Boreal PLain,9563.756
"073155","5","15","73",S16,S16,4745.223,"9",Boreal PLain,4745.228
"073155","5","15","73",S20,S20,265.635,"9",Boreal PLain,265.637
"073155","5","15","73",SO2,S52,4474.726,"9",Boreal PLain,4474.719
"075155","5","15","75",SO2,S52,9504.782,"9",Boreal PLain,9504.783
"077155","5","15","77",SO2,S52,9489.705,"9",Boreal PLain,9489.705
"080155","5","15","80",M3,M03,9510.158,"9",Boreal PLain,9510.158
"081155","5","15","81",S21,S21,9487.624,"9",Boreal PLain,9487.624
"083155","5","15","83",P21,P21,9505.111,"9",Boreal PLain,9505.114
"085155","5","15","85",P21,P21,9488.780,"9",Boreal PLain,9488.780
"087155","5","15","87",P21,P21,9538.210,"9",Boreal PLain,9538.212
"088155","5","15","88",P21,P21,9510.682,"9",Boreal PLain,9510.682
"091155","5","15","91",P21,P21,9549.316,"9",Boreal PLain,9549.318
"093155","5","15","93",P21,P21,9487.782,"9",Boreal PLain,9487.782
"095155","5","15","95",P21,P21,9539.657,"9",Boreal PLain,9539.659
"097155","5","15","97",P21,P21,9487.349,"9",Boreal PLain,9487.349
"098155","5","15","98",P21,P21,9465.360,"9",Boreal PLain,9465.358
"101155","5","15","101",P21,P21,9487.459,"9",Boreal PLain,9487.459
"102155","5","15","102",P21,P21,9464.996,"9",Boreal PLain,9464.994
"105155","5","15","105",F11,F11,1384.783,"9",Boreal PLain,1384.781
"105155","5","15","105",FO1,F51,8100.940,"9",Boreal PLain,8100.941
"107155","5","15","107",FO1,F51,9517.353,"9",Boreal PLain,9517.355
"108155","5","15","108",F11,F11,5689.806,"9",Boreal PLain,5689.808
"108155","5","15","108",FO1,F51,3828.614,"9",Boreal PLain,3828.604
"111155","5","15","111",F26,F26,8926.918,"9",Boreal PLain,8926.911
"111155","5","15","111",FO1,F51,611.100,"9",Boreal PLain,611.109
"112155","5","15","112",F26,F26,9511.382,"9",Boreal PLain,9511.382
"115155","5","15","115",F26,F26,9542.451,"4",Taiga Plain,9542.454
"116155","5","15","116",F10,F10,6338.674,"4",Taiga Plain,6338.669
"116155","5","15","116",F26,F26,3171.417,"4",Taiga Plain,3171.422
"118155","5","15","118",F10,F10,9463.126,"4",Taiga Plain,9463.123
"121155","5","15","121",F10,F10,9486.737,"4",Taiga Plain,9486.737
"122155","5","15","122",F10,F10,9453.725,"4",Taiga Plain,9453.722
"125155","5","15","125",F10,F10,9486.049,"4",Taiga Plain,9486.049
"126155","5","15","126",F10,F10,9600.227,"4",Taiga Plain,9600.227
"033165","5","16","33",R11,R11,1354.730,"14",Montane Cordillera,1354.731
"034165","5","16","34",R11,R11,7437.125,"14",Montane Cordillera,7437.125
"036165","5","16","36",R11,R11,9502.492,"14",Montane Cordillera,9502.492
"038165","5","16","38",R11,R11,9481.712,"9",Boreal PLain,9481.711
"040165","5","16","40",R10,R10,2290.922,"9",Boreal PLain,1831.315
"040165","5","16","40",R10,R10,2290.922,"14",Montane Cordillera,459.601
"040165","5","16","40",R11,R11,6473.170,"9",Boreal PLain,5705.828
"040165","5","16","40",R11,R11,6473.170,"14",Montane Cordillera,767.348
"040165","5","16","40",R15,R15,742.494,"9",Boreal PLain,535.090
"040165","5","16","40",R15,R15,742.494,"14",Montane Cordillera,207.404
"041165","5","16","41",R10,R10,5590.287,"9",Boreal PLain,5590.284
"041165","5","16","41",R11,R11,0.002,"9",Boreal PLain,0.000
"041165","5","16","41",R15,R15,3895.023,"9",Boreal PLain,3895.024
"044165","5","16","44",R13,R13,6899.666,"9",Boreal PLain,6899.668
"044165","5","16","44",R15,R15,2606.102,"9",Boreal PLain,2606.100
"064165","5","16","64",W14,W14,9507.760,"9",Boreal PLain,9507.760
"046165","5","16","46",R13,R13,9450.337,"9",Boreal PLain,9450.336
"048165","5","16","48",R13,R13,9506.198,"9",Boreal PLain,9506.198
"050165","5","16","50",R15,R15,9445.093,"9",Boreal PLain,9445.092
"051165","5","16","51",R15,R15,9524.665,"9",Boreal PLain,9524.666
"054165","5","16","54",EO1,E51,9469.549,"9",Boreal PLain,9469.548
"055165","5","16","55",R15,R15,9508.833,"9",Boreal PLain,9508.833
"058165","5","16","58",W16,W16,9463.707,"9",Boreal PLain,9463.705
"060165","5","16","60",W16,W16,9510.486,"9",Boreal PLain,9510.486
"061165","5","16","61",W16,W16,9490.699,"9",Boreal PLain,9490.699
"065165","5","16","65",W16,W16,9487.364,"9",Boreal PLain,9487.364
"068165","5","16","68",S21,S21,9507.155,"9",Boreal PLain,9507.155
"069165","5","16","69",S20,S20,9486.825,"9",Boreal PLain,9486.825
"089165","5","16","89",P21,P21,9487.138,"9",Boreal PLain,9487.138
"071165","5","16","71",SO2,S52,9534.578,"9",Boreal PLain,9534.580
"074165","5","16","74",SO2,S52,9445.342,"9",Boreal PLain,9445.341
"075165","5","16","75",SO2,S52,9504.303,"9",Boreal PLain,9504.305
"078165","5","16","78",M3,M03,7838.292,"9",Boreal PLain,7838.283
"078165","5","16","78",S16,S16,233.471,"9",Boreal PLain,233.472
"078165","5","16","78",S21,S21,31.370,"9",Boreal PLain,31.370
"078165","5","16","78",SO2,S52,1387.828,"9",Boreal PLain,1387.834
"079165","5","16","79",M3,M03,9545.271,"9",Boreal PLain,9545.273
"081165","5","16","81",S21,S21,9487.056,"9",Boreal PLain,9487.056
"083165","5","16","83",P21,P21,9504.733,"9",Boreal PLain,9504.735
"085165","5","16","85",P21,P21,9496.631,"9",Boreal PLain,9496.631
"088165","5","16","88",P21,P21,9515.957,"9",Boreal PLain,9515.957
"091165","5","16","91",P21,P21,9548.037,"9",Boreal PLain,9548.039
"093165","5","16","93",P21,P21,9486.862,"9",Boreal PLain,9486.862
"095165","5","16","95",P21,P21,9541.944,"9",Boreal PLain,9541.947
"096165","5","16","96",P21,P21,9511.695,"9",Boreal PLain,9511.695
"099165","5","16","99",P21,P21,9545.624,"9",Boreal PLain,9545.627
"101165","5","16","101",P21,P21,9489.262,"9",Boreal PLain,9489.262
"103165","5","16","103",P21,P21,9542.926,"9",Boreal PLain,9542.929
"105165","5","16","105",F11,F11,6446.890,"9",Boreal PLain,6446.888
"105165","5","16","105",FO1,F51,3042.157,"9",Boreal PLain,3042.159
"106165","5","16","106",F11,F11,9205.362,"9",Boreal PLain,9205.359
"106165","5","16","106",FO1,F51,230.616,"9",Boreal PLain,230.617
"109165","5","16","109",F11,F11,0.003,"9",Boreal PLain,0.000
"109165","5","16","109",FO1,F51,9491.410,"9",Boreal PLain,9491.413
"110165","5","16","110",F11,F11,7861.274,"9",Boreal PLain,7861.273
"110165","5","16","110",FO1,F51,1600.343,"9",Boreal PLain,1600.339
"113165","5","16","113",F26,F26,9487.748,"9",Boreal PLain,1846.757
"113165","5","16","113",F26,F26,9487.748,"4",Taiga Plain,7640.991
"114165","5","16","114",F26,F26,9461.566,"4",Taiga Plain,9461.564
"116165","5","16","116",F26,F26,9510.321,"4",Taiga Plain,9510.321
"119165","5","16","119",F10,F10,4773.043,"4",Taiga Plain,4773.044
"119165","5","16","119",F26,F26,4773.452,"4",Taiga Plain,4773.453
"120165","5","16","120",F10,F10,9511.302,"4",Taiga Plain,9511.302
"123165","5","16","123",F10,F10,4768.778,"4",Taiga Plain,4768.778
"123165","5","16","123",F26,F26,4769.469,"4",Taiga Plain,4769.469
"124165","5","16","124",F10,F10,9511.661,"4",Taiga Plain,9511.661
"126165","5","16","126",F26,F26,9628.186,"4",Taiga Plain,9628.186
"035175","5","17","35",R11,R11,6384.366,"14",Montane Cordillera,6384.368
"037175","5","17","37",R11,R11,9485.819,"9",Boreal PLain,2002.847
"037175","5","17","37",R11,R11,9485.819,"14",Montane Cordillera,7482.972
"039175","5","17","39",R11,R11,9503.203,"9",Boreal PLain,4948.429
"039175","5","17","39",R11,R11,9503.203,"14",Montane Cordillera,4554.774
"040175","5","17","40",R10,R10,155.669,"14",Montane Cordillera,155.668
"040175","5","17","40",R11,R11,7452.652,"9",Boreal PLain,6.869
"040175","5","17","40",R11,R11,7452.652,"14",Montane Cordillera,7445.788
"040175","5","17","40",R15,R15,1882.833,"9",Boreal PLain,580.890
"040175","5","17","40",R15,R15,1882.833,"14",Montane Cordillera,1301.939
"043175","5","17","43",R13,R13,8563.669,"9",Boreal PLain,8563.671
"043175","5","17","43",R15,R15,981.208,"9",Boreal PLain,981.207
"045175","5","17","45",R13,R13,9484.999,"9",Boreal PLain,9484.999
"047175","5","17","47",R13,R13,9513.079,"9",Boreal PLain,9513.081
"049175","5","17","49",R15,R15,9485.700,"9",Boreal PLain,9485.700
"050175","5","17","50",R15,R15,9447.048,"9",Boreal PLain,9447.047
"053175","5","17","53",EO1,E51,9061.272,"9",Boreal PLain,9061.273
"053175","5","17","53",R15,R15,394.632,"9",Boreal PLain,394.631
"054175","5","17","54",EO1,E51,7901.476,"9",Boreal PLain,7901.483
"054175","5","17","54",R15,R15,1573.312,"9",Boreal PLain,1573.303
"057175","5","17","57",E14,E14,9481.306,"9",Boreal PLain,9481.306
"059175","5","17","59",W15,W15,5551.743,"9",Boreal PLain,5551.736
"059175","5","17","59",W16,W16,3995.415,"9",Boreal PLain,3995.423
"060175","5","17","60",W14,W14,4821.555,"9",Boreal PLain,4821.558
"060175","5","17","60",W15,W15,4688.776,"9",Boreal PLain,4688.773
"063175","5","17","63",W14,W14,9543.911,"9",Boreal PLain,9543.912
"064175","5","17","64",W14,W14,9508.574,"9",Boreal PLain,9508.574
"067175","5","17","67",S21,S21,9517.647,"9",Boreal PLain,9517.649
"068175","5","17","68",S21,S21,9503.841,"9",Boreal PLain,9503.841
"070175","5","17","70",S21,S21,9516.830,"9",Boreal PLain,9516.828
"073175","5","17","73",SO2,S52,9489.954,"9",Boreal PLain,9489.954
"074175","5","17","74",SO2,S52,9437.236,"9",Boreal PLain,9437.234
"077175","5","17","77",S16,S16,4631.357,"9",Boreal PLain,4631.349
"077175","5","17","77",S21,S21,2279.201,"9",Boreal PLain,2279.203
"077175","5","17","77",SO2,S52,2570.230,"9",Boreal PLain,2570.234
"078175","5","17","78",S16,S16,180.403,"9",Boreal PLain,180.403
"078175","5","17","78",S21,S21,9306.896,"9",Boreal PLain,9306.894
"080175","5","17","80",S21,S21,9503.656,"9",Boreal PLain,9503.656
"082175","5","17","82",P21,P21,9437.295,"9",Boreal PLain,9437.294
"084175","5","17","84",P21,P21,9532.091,"9",Boreal PLain,9532.091
"087175","5","17","87",P21,P21,9535.133,"9",Boreal PLain,9535.136
"088175","5","17","88",P21,P21,9515.913,"9",Boreal PLain,9515.913
"090175","5","17","90",P21,P21,9468.569,"9",Boreal PLain,9468.567
"092175","5","17","92",P21,P21,9502.756,"9",Boreal PLain,9502.756
"094175","5","17","94",P21,P21,9455.789,"9",Boreal PLain,9455.787
"095175","5","17","95",P21,P21,9540.800,"9",Boreal PLain,9540.802
"094064","4","6","94",A6,A06,9465.185,"9",Boreal PLain,9465.183
"095064","4","6","95",A6,A06,9540.129,"9",Boreal PLain,9540.131
"097064","4","6","97",A6,A06,9482.699,"9",Boreal PLain,9482.699
"100064","4","6","100",A11,A11,9511.804,"9",Boreal PLain,9511.804
"101064","4","6","101",A11,A11,9489.226,"9",Boreal PLain,9489.226
"104064","4","6","104",A11,A11,9511.420,"9",Boreal PLain,3028.075
"104064","4","6","104",A11,A11,9511.420,"6",Boreal Shield,6483.345
"105064","4","6","105",A12,A12,9488.352,"9",Boreal PLain,6207.532
"105064","4","6","105",A12,A12,9488.352,"6",Boreal Shield,3280.820
"107064","4","6","107",A12,A12,9540.709,"9",Boreal PLain,9540.709
"109064","4","6","109",A12,A12,9487.512,"9",Boreal PLain,9487.512
"111064","4","6","111",A12,A12,9538.213,"9",Boreal PLain,6523.179
"111064","4","6","111",A12,A12,9538.213,"6",Boreal Shield,3015.037
"114064","4","6","114",A13,A13,9460.169,"5",Taiga Shield,9460.167
"115064","4","6","115",A13,A13,9541.817,"5",Taiga Shield,9541.820
"117064","4","6","117",A13,A13,9486.719,"5",Taiga Shield,9486.719
"119064","4","6","119",A13,A13,9530.604,"5",Taiga Shield,9530.607
"121064","4","6","121",A13,A13,9486.311,"5",Taiga Shield,9486.311
"122064","4","6","122",A13,A13,9451.588,"5",Taiga Shield,9451.586
"125064","4","6","125",A13,A13,9486.210,"5",Taiga Shield,9486.210
"126064","4","6","126",A13,A13,9671.149,"5",Taiga Shield,9671.149
"057074","4","7","57",LO1,L51,9466.684,"9",Boreal PLain,9466.684
"059074","4","7","59",LO1,L51,9518.553,"9",Boreal PLain,9518.556
"060074","4","7","60",LO1,L51,9508.654,"9",Boreal PLain,9508.654
"063074","4","7","63",LO1,L51,9529.011,"9",Boreal PLain,9529.013
"064074","4","7","64",LO1,L51,9509.674,"9",Boreal PLain,9509.674
"067074","4","7","67",L9,L09,9526.945,"9",Boreal PLain,9526.947
"068074","4","7","68",L9,L09,9510.120,"9",Boreal PLain,9510.120
"070074","4","7","70",L9,L09,9490.273,"9",Boreal PLain,9490.271
"073074","4","7","73",L11,L11,4733.229,"9",Boreal PLain,4733.221
"073074","4","7","73",L9,L09,4758.023,"9",Boreal PLain,4758.031
"074074","4","7","74",L11,L11,9460.743,"9",Boreal PLain,9460.741
"077074","4","7","77",L11,L11,9496.367,"9",Boreal PLain,9496.367
"078074","4","7","78",L11,L11,9460.367,"9",Boreal PLain,9460.365
"080074","4","7","80",L11,L11,9510.861,"9",Boreal PLain,9510.861
"082074","4","7","82",L11,L11,9463.487,"9",Boreal PLain,9463.485
"084074","4","7","84",L11,L11,9509.994,"9",Boreal PLain,9509.994
"087074","4","7","87",A16,A16,9532.630,"9",Boreal PLain,9532.632
"088074","4","7","88",A16,A16,9506.811,"9",Boreal PLain,9506.811
"090074","4","7","90",A16,A16,9466.064,"9",Boreal PLain,9466.062
"092074","4","7","92",A16,A16,9507.428,"9",Boreal PLain,9507.428
"094074","4","7","94",A16,A16,9464.603,"9",Boreal PLain,9464.601
"095074","4","7","95",A16,A16,9540.503,"9",Boreal PLain,9540.506
"098074","4","7","98",A16,A16,9456.310,"9",Boreal PLain,9456.308
"100074","4","7","100",A16,A16,9511.263,"9",Boreal PLain,9511.263
"102074","4","7","102",A10,A10,9460.579,"9",Boreal PLain,7577.690
"102074","4","7","102",A10,A10,9460.579,"6",Boreal Shield,1882.887
"104074","4","7","104",A10,A10,9512.249,"9",Boreal PLain,5898.820
"104074","4","7","104",A10,A10,9512.249,"6",Boreal Shield,3613.430
"105074","4","7","105",A12,A12,9489.367,"9",Boreal PLain,9489.367
"108074","4","7","108",A12,A12,9511.474,"9",Boreal PLain,9511.474
"109074","4","7","109",A12,A12,9487.912,"9",Boreal PLain,9487.912
"112074","4","7","112",A12,A12,4544.837,"9",Boreal PLain,251.222
"112074","4","7","112",A12,A12,4544.837,"6",Boreal Shield,2848.553
"112074","4","7","112",A12,A12,4544.837,"5",Taiga Shield,1445.059
"112074","4","7","112",A13,A13,4967.119,"9",Boreal PLain,2876.459
"112074","4","7","112",A13,A13,4967.119,"5",Taiga Shield,2090.663
"114074","4","7","114",A13,A13,9385.666,"5",Taiga Shield,9385.664
"115074","4","7","115",A13,A13,9542.793,"5",Taiga Shield,9542.795
"118074","4","7","118",A13,A13,9446.959,"5",Taiga Shield,9446.957
"119074","4","7","119",A13,A13,9529.384,"5",Taiga Shield,9529.386
"122074","4","7","122",A13,A13,9451.577,"5",Taiga Shield,9451.575
"123074","4","7","123",A13,A13,9535.279,"5",Taiga Shield,9535.282
"125074","4","7","125",A13,A13,9486.328,"5",Taiga Shield,9486.328
"057084","4","8","57",LO1,L51,9473.219,"9",Boreal PLain,9473.219
"056084","4","8","56",LO1,L51,9469.250,"9",Boreal PLain,9469.250
"059084","4","8","59",LO1,L51,9391.417,"9",Boreal PLain,9391.419
"061084","4","8","61",LO1,L51,9377.790,"9",Boreal PLain,9377.790
"063084","4","8","63",LO1,L51,9514.503,"9",Boreal PLain,9514.505
"064084","4","8","64",LO1,L51,9508.772,"9",Boreal PLain,9508.772
"067084","4","8","67",L9,L09,9528.757,"9",Boreal PLain,9528.760
"069084","4","8","69",L9,L09,9490.316,"9",Boreal PLain,9490.316
"071084","4","8","71",L9,L09,9552.229,"9",Boreal PLain,9552.231
"073084","4","8","73",L1,L01,4728.066,"9",Boreal PLain,4728.057
"073084","4","8","73",L9,L09,4752.829,"9",Boreal PLain,4752.838
"074084","4","8","74",L1,L01,9448.726,"9",Boreal PLain,9448.724
"077084","4","8","77",L11,L11,9498.820,"9",Boreal PLain,9498.820
"078084","4","8","78",L11,L11,9459.845,"9",Boreal PLain,9459.843
"065204","4","20","65",LO1,L51,9488.844,"9",Boreal PLain,9488.844
"057204","4","20","57",LO1,L51,5558.715,"9",Boreal PLain,5546.216
"057204","4","20","57",LO1,L51,5558.715,"10",Prairie,12.501
"059204","4","20","59",LO1,L51,9493.277,"9",Boreal PLain,9493.278
"061204","4","20","61",LO1,L51,9504.036,"9",Boreal PLain,9504.036
"062204","4","20","62",LO1,L51,9432.803,"9",Boreal PLain,9432.801
"067204","4","20","67",LO1,L51,9549.341,"9",Boreal PLain,9549.342
"069204","4","20","69",LO1,L51,9488.609,"9",Boreal PLain,9488.609
"071204","4","20","71",L2,L02,9550.883,"9",Boreal PLain,9550.884
