TRM,M,RGE,TWP,FMU_NAME,FMU_CODE,areaha
"050285","5","28","50",,,2060.001
"049016","6","1","49",,,9487.106
"057126","6","12","57",,,9484.057
"012014","4","1","12",,,9499.772
"027014","4","1","27",,,9525.863
"041014","4","1","41",,,9491.711
"003024","4","2","3",,,9527.338
"018024","4","2","18",,,9471.517
"033024","4","2","33",,,9491.814
"048024","4","2","48",,,9502.976
"051144","4","14","51",,,9550.895
"111144","4","14","111",,,9542.279
"126144","4","14","126",,,7121.494
"014154","4","15","14",,,9484.619
"029154","4","15","29",,,9491.920
"044154","4","15","44",,,9556.142
"059154","4","15","59",,,1.636
"109154","4","15","109",,,9486.154
"125154","4","15","125",,,9486.325
"013164","4","16","13",,,9496.810
"022264","4","26","22",,,9459.562
"037264","4","26","37",,,9481.027
"052264","4","26","52",,,524.964
"022274","4","27","22",,,9453.496
"037274","4","27","37",,,6356.083
"017284","4","28","17",,,7948.704
"032284","4","28","32",,,9475.250
"020115","5","11","20",,,909.451
"107094","4","9","107",,,530.989
"111094","4","9","111",,,9542.186
"114094","4","9","114",,,9464.071
"117094","4","9","117",,,6869.060
"121094","4","9","121",,,5667.584
"004104","4","10","4",,,9504.073
"008104","4","10","8",,,9510.071
"011104","4","10","11",,,9501.973
"014104","4","10","14",,,9455.311
"018104","4","10","18",,,9481.989
"021104","4","10","21",,,9488.862
"025104","4","10","25",,,9492.221
"028104","4","10","28",,,9516.066
"031104","4","10","31",,,9532.655
"035104","4","10","35",,,9499.736
"039104","4","10","39",,,9524.630
"041104","4","10","41",,,9498.813
"045104","4","10","45",,,9479.568
"049104","4","10","49",,,9487.148
"053104","4","10","53",,,9470.718
"055104","4","10","55",,,6547.577
"106234","4","23","106",,,9465.416
"110234","4","23","110",,,9460.385
"112234","4","23","112",,,9511.932
"116234","4","23","116",,,9510.596
"120234","4","23","120",,,9511.028
"123234","4","23","123",,,8876.678
"126234","4","23","126",,,8895.786
"003244","4","24","3",,,9234.569
"006244","4","24","6",,,9223.262
"010244","4","24","10",,,9500.618
"013244","4","24","13",,,9237.727
"016244","4","24","16",,,9274.098
"020244","4","24","20",,,9522.225
"024244","4","24","24",,,9504.832
"026244","4","24","26",,,9457.046
"030244","4","24","30",,,9484.532
"034244","4","24","34",,,9416.660
"038244","4","24","38",,,9475.651
"040244","4","24","40",,,9499.025
"044244","4","24","44",,,8512.537
"048244","4","24","48",,,8667.058
"051244","4","24","51",,,9062.642
"054244","4","24","54",,,4151.580
"106244","4","24","106",,,9465.663
"109244","4","24","109",,,8391.769
"113244","4","24","113",,,6142.056
"116244","4","24","116",,,3919.926
"120244","4","24","120",,,1604.659
"002254","4","25","2",,,6252.121
"004254","4","25","4",,,4731.981
"008254","4","25","8",,,8058.893
"012254","4","25","12",,,9517.429
"016254","4","25","16",,,9512.169
"018254","4","25","18",,,9501.535
"022254","4","25","22",,,9462.149
"026254","4","25","26",,,9457.032
"029254","4","25","29",,,9486.672
"032254","4","25","32",,,9513.315
"036254","4","25","36",,,9504.935
"039254","4","25","39",,,9527.160
"043254","4","25","43",,,4590.463
"049254","4","25","49",,,3378.836
"053254","4","25","53",,,9122.604
"121085","5","8","121",,,9483.352
"006144","4","14","6",,,9525.945
"016144","4","14","16",,,9514.068
"021144","4","14","21",,,9490.325
"031144","4","14","31",,,9513.956
"036144","4","14","36",,,9504.365
"034235","5","23","34",,,108.217
"039235","5","23","39",,,9548.644
"037245","5","24","37",,,8954.332
"042245","5","24","42",,,9474.493
"040255","5","25","40",,,9502.112
"045255","5","25","45",,,9483.624
"048026","6","2","48",,,9504.394
"053026","6","2","53",,,9485.626
"042036","6","3","42",,,3052.740
"047036","6","3","47",,,9529.236
"049046","6","4","49",,,9483.624
"054046","6","4","54",,,9459.212
"050056","6","5","50",,,9460.912
"055056","6","5","55",,,4778.387
"049066","6","6","49",,,9426.026
"049076","6","7","49",,,6226.866
"024125","5","12","24",,,9504.326
"013034","4","3","13",,,9493.952
"028034","4","3","28",,,9506.608
"043034","4","3","43",,,9626.928
"006044","4","4","6",,,9484.946
"021044","4","4","21",,,9483.143
"036044","4","4","36",,,9522.848
"051044","4","4","51",,,9591.442
"038164","4","16","38",,,9475.875
"053164","4","16","53",,,9472.454
"113164","4","16","113",,,9491.322
"001174","4","17","1",,,9523.108
"016174","4","17","16",,,9507.879
"031174","4","17","31",,,9538.131
"046174","4","17","46",,,9447.110
"111174","4","17","111",,,9540.922
"126174","4","17","126",,,9615.561
"005184","4","18","5",,,9527.117
"023294","4","29","23",,,6127.496
"001015","5","1","1",,,5919.291
"021015","5","1","21",,,12.563
"126015","5","1","126",,,9550.330
"026145","5","14","26",,,9425.142
"034155","5","15","34",,,1555.864
"015054","4","5","15",,,9489.086
"030054","4","5","30",,,9473.534
"045054","4","5","45",,,9488.124
"013064","4","6","13",,,9490.321
"028064","4","6","28",,,9508.161
"043064","4","6","43",,,9625.835
"015184","4","18","15",,,9521.964
"030184","4","18","30",,,9466.123
"050184","4","18","50",,,9465.982
"110184","4","18","110",,,9458.649
"125184","4","18","125",,,9486.259
"013194","4","19","13",,,9497.129
"028194","4","19","28",,,9501.885
"043194","4","19","43",,,9598.423
"058194","4","19","58",,,8093.829
"124194","4","19","124",,,9511.423
"125085","5","8","125",,,9486.850
"018095","5","9","18",,,1441.240
"021095","5","9","21",,,3640.643
"121095","5","9","121",,,9485.540
"125095","5","9","125",,,9486.761
"018105","5","10","18",,,5.917
"022105","5","10","22",,,272.990
"025105","5","10","25",,,2670.286
"028105","5","10","28",,,2925.301
"041205","5","20","41",,,154.557
"031215","5","21","31",,,140.410
"033215","5","21","33",,,9442.180
"037215","5","21","37",,,9484.802
"041215","5","21","41",,,9062.816
"054106","6","10","54",,,9458.674
"037265","5","26","37",,,6294.920
"042265","5","26","42",,,9474.986
"042275","5","27","42",,,9474.948
"047275","5","27","47",,,9521.204
"040285","5","28","40",,,3191.388
"045285","5","28","45",,,5360.885
"039016","6","1","39",,,173.207
"044016","6","1","44",,,9504.235
"050116","6","11","50",,,236.904
"055116","6","11","55",,,9527.593
"052126","6","12","52",,,9504.477
"056136","6","13","56",,,9503.813
"018284","4","28","18",,,7921.689
"021284","4","28","21",,,9478.228
"025284","4","28","25",,,9485.473
"028284","4","28","28",,,9505.350
"031284","4","28","31",,,9547.634
"035284","4","28","35",,,5779.343
"001294","4","29","1",,,9208.122
"023115","5","11","23",,,8839.371
"027115","5","11","27",,,9488.004
"029115","5","11","29",,,2761.050
"022125","5","12","22",,,5983.762
"026125","5","12","26",,,9426.379
"030125","5","12","30",,,9204.829
"001034","4","3","1",,,9459.543
"005034","4","3","5",,,9481.046
"009034","4","3","9",,,9488.705
"012034","4","3","12",,,9519.421
"015034","4","3","15",,,9514.656
"019034","4","3","19",,,9545.534
"022034","4","3","22",,,9451.145
"034225","5","22","34",,,6205.238
"037225","5","22","37",,,9483.563
"041225","5","22","41",,,9481.228
"044225","5","22","44",,,589.236
"053124","4","12","53",,,9455.412
"057124","4","12","57",,,1326.489
"105124","4","12","105",,,9492.132
"108124","4","12","108",,,9509.506
"112124","4","12","112",,,9512.356
"115124","4","12","115",,,9546.778
"118124","4","12","118",,,9448.859
"122124","4","12","122",,,9451.788
"003134","4","13","3",,,9518.225
"005134","4","13","5",,,9472.974
"009134","4","13","9",,,9466.347
"013134","4","13","13",,,9492.446
"016134","4","13","16",,,9493.225
"040134","4","13","40",,,9514.087
"019134","4","13","19",,,9528.116
"023134","4","13","23",,,9528.634
"026134","4","13","26",,,9459.697
"030134","4","13","30",,,9490.343
"033134","4","13","33",,,9486.548
"036134","4","13","36",,,9509.216
"044134","4","13","44",,,9519.079
"046134","4","13","46",,,9358.974
"050134","4","13","50",,,9599.110
"054134","4","13","54",,,9439.438
"105134","4","13","105",,,9490.751
"109134","4","13","109",,,9486.326
"113134","4","13","113",,,9490.645
"126134","4","13","126",,,1118.700
"115134","4","13","115",,,9548.234
"119134","4","13","119",,,9528.701
"123134","4","13","123",,,9535.497
"003144","4","14","3",,,9512.361
"005144","4","14","5",,,9477.532
"009144","4","14","9",,,9464.265
"013144","4","14","13",,,9493.418
"017144","4","14","17",,,9485.488
"019144","4","14","19",,,9525.901
"023144","4","14","23",,,9524.449
"027144","4","14","27",,,9532.901
"030144","4","14","30",,,9461.998
"033144","4","14","33",,,9486.996
"037144","4","14","37",,,9497.214
"060146","6","14","60",,,669.760
"036235","5","23","36",,,9486.112
"040235","5","23","40",,,9501.280
"042235","5","23","42",,,9473.422
"055146","6","14","55",,,816.904
"002014","4","1","2",,,9552.266
"007014","4","1","7",,,9542.507
"017014","4","1","17",,,9490.767
"022014","4","1","22",,,9456.799
"031014","4","1","31",,,9532.180
"036014","4","1","36",,,9503.745
"046014","4","1","46",,,9317.813
"051014","4","1","51",,,9575.967
"008024","4","2","8",,,9498.197
"013024","4","2","13",,,9486.167
"023024","4","2","23",,,9509.157
"028024","4","2","28",,,9520.154
"038024","4","2","38",,,9458.384
"043024","4","2","43",,,9629.231
"053024","4","2","53",,,9489.200
"041144","4","14","41",,,9505.175
"046144","4","14","46",,,9385.665
"056144","4","14","56",,,9493.761
"106144","4","14","106",,,9463.095
"116144","4","14","116",,,9514.153
"121144","4","14","121",,,9486.450
"004154","4","15","4",,,9508.935
"009154","4","15","9",,,9488.755
"019154","4","15","19",,,9521.685
"024154","4","15","24",,,9503.612
"034154","4","15","34",,,9424.770
"039154","4","15","39",,,9509.874
"049154","4","15","49",,,9482.754
"054154","4","15","54",,,9417.281
"114154","4","15","114",,,9467.314
"120154","4","15","120",,,9511.007
"003164","4","16","3",,,9511.340
"008164","4","16","8",,,9508.516
"018164","4","16","18",,,9473.547
"023164","4","16","23",,,9528.468
"012264","4","26","12",,,9516.898
"017264","4","26","17",,,9500.816
"027264","4","26","27",,,9511.324
"032264","4","26","32",,,9498.291
"042264","4","26","42",,,785.935
"012274","4","27","12",,,1500.014
"017274","4","27","17",,,9500.467
"027274","4","27","27",,,9513.446
"032274","4","27","32",,,9473.312
"022284","4","28","22",,,9464.252
"027284","4","28","27",,,9520.960
"032165","5","16","32",,,9502.189
"001014","4","1","1",,,9532.964
"004014","4","1","4",,,9594.512
"008014","4","1","8",,,9494.349
"011014","4","1","11",,,9511.310
"014014","4","1","14",,,9473.389
"018014","4","1","18",,,9482.525
"021014","4","1","21",,,9473.527
"024014","4","1","24",,,9505.225
"025294","4","29","25",,,6111.360
"028014","4","1","28",,,9521.753
"032014","4","1","32",,,9507.378
"035014","4","1","35",,,9503.487
"038014","4","1","38",,,9467.992
"042014","4","1","42",,,9517.046
"045014","4","1","45",,,9378.485
"048014","4","1","48",,,9505.281
"052014","4","1","52",,,9518.532
"027294","4","29","27",,,3964.384
"004024","4","2","4",,,9505.295
"007024","4","2","7",,,9538.853
"010024","4","2","10",,,9453.879
"014024","4","2","14",,,9467.112
"017024","4","2","17",,,9481.478
"021024","4","2","21",,,9490.822
"030294","4","29","30",,,3943.635
"024024","4","2","24",,,9515.649
"027024","4","2","27",,,9528.387
"031024","4","2","31",,,9534.578
"035024","4","2","35",,,9501.998
"037024","4","2","37",,,9498.073
"041024","4","2","41",,,9499.829
"031294","4","29","31",,,1906.962
"045024","4","2","45",,,9495.512
"049024","4","2","49",,,9481.729
"051024","4","2","51",,,9578.472
"034294","4","29","34",,,1906.712
"040144","4","14","40",,,9527.690
"044144","4","14","44",,,9525.669
"047144","4","14","47",,,9333.415
"050144","4","14","50",,,9402.894
"054144","4","14","54",,,9409.004
"039245","5","24","39",,,9549.652
"043245","5","24","43",,,9541.338
"046245","5","24","46",,,429.810
"038255","5","25","38",,,9482.150
"042255","5","25","42",,,9474.991
"044255","5","25","44",,,9502.589
"048255","5","25","48",,,105.187
"006074","4","7","6",,,9516.823
"021074","4","7","21",,,9508.243
"036074","4","7","36",,,9504.564
"051074","4","7","51",,,9597.457
"005084","4","8","5",,,9492.031
"020084","4","8","20",,,9503.717
"035084","4","8","35",,,9485.632
"050084","4","8","50",,,9541.025
"003204","4","20","3",,,9493.658
"018204","4","20","18",,,9472.778
"033204","4","20","33",,,9484.399
"048204","4","20","48",,,9489.179
"113204","4","20","113",,,9489.770
"001214","4","21","1",,,9552.781
"016214","4","21","16",,,9499.372
"031214","4","21","31",,,9548.051
"046214","4","21","46",,,9457.211
"106214","4","21","106",,,9466.890
"123045","5","4","123",,,9540.292
"040026","6","2","40",,,5575.134
"044026","6","2","44",,,9503.310
"047026","6","2","47",,,9529.711
"051026","6","2","51",,,1942.093
"025115","5","11","25",,,7931.259
"030115","5","11","30",,,1409.980
"029125","5","12","29",,,9484.627
"003034","4","3","3",,,9516.990
"008034","4","3","8",,,9515.458
"018034","4","3","18",,,9472.420
"023034","4","3","23",,,9502.958
"033034","4","3","33",,,9491.793
"038034","4","3","38",,,9465.124
"048034","4","3","48",,,9508.282
"053034","4","3","53",,,9502.133
"001044","4","4","1",,,9463.843
"011044","4","4","11",,,9522.472
"016044","4","4","16",,,9507.926
"026044","4","4","26",,,9468.690
"031044","4","4","31",,,9523.974
"041044","4","4","41",,,9495.952
"046044","4","4","46",,,9360.859
"056044","4","4","56",,,630.894
"028164","4","16","28",,,9508.674
"033164","4","16","33",,,9490.323
"043164","4","16","43",,,9620.220
"048164","4","16","48",,,9502.313
"058164","4","16","58",,,7533.495
"108164","4","16","108",,,9510.256
"118164","4","16","118",,,9449.365
"123164","4","16","123",,,9535.629
"006174","4","17","6",,,9480.455
"011174","4","17","11",,,9540.692
"021174","4","17","21",,,9493.570
"026174","4","17","26",,,9454.968
"036174","4","17","36",,,9516.286
"041174","4","17","41",,,9508.321
"051174","4","17","51",,,9388.718
"056174","4","17","56",,,9461.582
"106174","4","17","106",,,9466.181
"116174","4","17","116",,,9511.851
"121174","4","17","121",,,9486.695
"026034","4","3","26",,,9472.229
"029034","4","3","29",,,9488.417
"032034","4","3","32",,,9509.660
"036034","4","3","36",,,9514.225
"040034","4","3","40",,,9518.226
"042034","4","3","42",,,9576.689
"046034","4","3","46",,,9355.879
"050034","4","3","50",,,9518.063
"054034","4","3","54",,,6742.963
"005044","4","4","5",,,9473.126
"002044","4","4","2",,,9458.688
"009044","4","4","9",,,9486.070
"013044","4","4","13",,,9491.909
"015044","4","4","15",,,9529.020
"019044","4","4","19",,,9522.477
"023044","4","4","23",,,9496.551
"027044","4","4","27",,,9528.499
"029044","4","4","29",,,9487.526
"033044","4","4","33",,,9485.241
"037044","4","4","37",,,9503.876
"040044","4","4","40",,,9517.071
"043044","4","4","43",,,9616.738
"047044","4","4","47",,,9405.623
"050044","4","4","50",,,9526.146
"054044","4","4","54",,,9451.680
"037164","4","16","37",,,9500.882
"027164","4","16","27",,,9520.120
"031164","4","16","31",,,9527.536
"034164","4","16","34",,,9427.589
"041164","4","16","41",,,9500.992
"045164","4","16","45",,,9501.379
"047164","4","16","47",,,9506.267
"051164","4","16","51",,,9607.442
"055164","4","16","55",,,9481.617
"059164","4","16","59",,,0.443
"106164","4","16","106",,,9465.298
"110164","4","16","110",,,9456.605
"114164","4","16","114",,,9468.432
"116164","4","16","116",,,9514.226
"120164","4","16","120",,,9511.060
"124164","4","16","124",,,9511.346
"127164","4","16","127",,,29.476
"004174","4","17","4",,,9500.192
"007174","4","17","7",,,9540.817
"010174","4","17","10",,,9468.770
"014174","4","17","14",,,9477.772
"018174","4","17","18",,,9440.728
"020174","4","17","20",,,9510.235
"024174","4","17","24",,,9494.229
"028174","4","17","28",,,9494.330
"032174","4","17","32",,,9505.483
"045174","4","17","45",,,9497.376
"034174","4","17","34",,,9420.601
"038174","4","17","38",,,9475.497
"042174","4","17","42",,,9565.784
"048174","4","17","48",,,9508.360
"052174","4","17","52",,,9471.591
"055174","4","17","55",,,9462.890
"043036","6","3","43",,,2404.408
"046036","6","3","46",,,9462.865
"049036","6","3","49",,,9483.784
"053036","6","3","53",,,9484.714
"046046","6","4","46",,,9462.844
"050046","6","4","50",,,9461.848
"052046","6","4","52",,,9503.581
"048056","6","5","48",,,9499.209
"052056","6","5","52",,,9502.928
"054056","6","5","54",,,9458.319
"050066","6","6","50",,,9461.697
"053066","6","6","53",,,9483.150
"010184","4","18","10",,,9456.769
"028294","4","29","28",,,3958.364
"033294","4","29","33",,,1905.864
"026015","5","1","26",,,4606.807
"031015","5","1","31",,,1570.113
"121015","5","1","121",,,9487.806
"024025","5","2","24",,,6871.830
"025135","5","13","25",,,9484.886
"030135","5","13","30",,,9466.151
"031145","5","14","31",,,9531.044
"029155","5","15","29",,,9483.620
"005054","4","5","5",,,9475.158
"010054","4","5","10",,,9431.132
"020054","4","5","20",,,9503.702
"025054","4","5","25",,,9488.511
"035054","4","5","35",,,9478.574
"040054","4","5","40",,,9515.869
"050054","4","5","50",,,9504.881
"055054","4","5","55",,,9489.527
"003064","4","6","3",,,9507.938
"008064","4","6","8",,,9503.995
"018064","4","6","18",,,9474.162
"023064","4","6","23",,,9519.852
"033064","4","6","33",,,9500.916
"038064","4","6","38",,,9461.223
"048064","4","6","48",,,9500.012
"053064","4","6","53",,,9497.869
"105144","4","14","105",,,9489.777
"109144","4","14","109",,,9486.229
"113144","4","14","113",,,9490.652
"117144","4","14","117",,,9490.027
"013154","4","15","13",,,9496.934
