Tree_num,Province,Ecozone,Genus,Species,Variety,DBH,Height
373,AB,4,ABIE,LAS,, 47.20, 21.24
374,AB,4,ABIE,LAS,, 47.30, 21.26
375,AB,4,ABIE,LAS,, 47.40, 21.28
376,AB,4,ABIE,LAS,, 47.50, 21.29
377,AB,4,ABIE,LAS,, 47.60, 21.31
378,AB,4,ABIE,LAS,, 47.70, 21.33
379,AB,4,ABIE,LAS,, 47.80, 21.35
380,AB,4,ABIE,LAS,, 47.90, 21.36
381,AB,4,ABIE,LAS,, 48.00, 21.38
382,AB,4,ABIE,LAS,, 48.10, 21.40
383,AB,4,ABIE,LAS,, 48.20, 21.41
384,AB,4,ABIE,LAS,, 48.30, 21.43
385,AB,4,ABIE,LAS,, 48.40, 21.45
386,AB,4,ABIE,LAS,, 48.50, 21.46
387,AB,4,ABIE,LAS,, 48.60, 21.48
388,AB,4,ABIE,LAS,, 48.70, 21.50
389,AB,4,ABIE,LAS,, 48.80, 21.52
390,AB,4,ABIE,LAS,, 48.90, 21.53
391,AB,4,ABIE,LAS,, 49.00, 21.55
392,AB,4,ABIE,LAS,, 49.10, 21.57
393,AB,4,ABIE,LAS,, 49.20, 21.58
394,AB,4,ABIE,LAS,, 49.30, 21.60
395,AB,4,ABIE,LAS,, 49.40, 21.62
396,AB,4,ABIE,LAS,, 49.50, 21.63
397,AB,4,ABIE,LAS,, 49.60, 21.65
398,AB,4,ABIE,LAS,, 49.70, 21.67
399,AB,4,ABIE,LAS,, 49.80, 21.68
400,AB,4,ABIE,LAS,, 49.90, 21.70
401,AB,4,ABIE,LAS,, 50.00, 21.72
402,AB,4,ABIE,LAS,, 50.10, 21.73
403,AB,4,ABIE,LAS,, 50.20, 21.75
404,AB,4,ABIE,LAS,, 50.30, 21.77
405,AB,4,ABIE,LAS,, 50.40, 21.78
406,AB,4,ABIE,LAS,, 50.50, 21.80
407,AB,4,ABIE,LAS,, 50.60, 21.82
408,AB,4,ABIE,LAS,, 50.70, 21.83
409,AB,4,ABIE,LAS,, 50.80, 21.85
410,AB,4,ABIE,LAS,, 50.90, 21.86
411,AB,4,ABIE,LAS,, 51.00, 21.88
412,AB,4,ABIE,LAS,, 51.10, 21.90
413,AB,4,ABIE,LAS,, 51.20, 21.91
414,AB,4,ABIE,LAS,, 51.30, 21.93
415,AB,4,ABIE,LAS,, 51.40, 21.95
416,AB,4,ABIE,LAS,, 51.50, 21.96
417,AB,4,ABIE,LAS,, 51.60, 21.98
418,AB,4,ABIE,LAS,, 51.70, 22.00
419,AB,4,ABIE,LAS,, 51.80, 22.01
420,AB,4,ABIE,LAS,, 51.90, 22.03
421,AB,4,ABIE,LAS,, 52.00, 22.04
422,AB,4,ABIE,LAS,, 52.10, 22.06
423,AB,4,ABIE,LAS,, 52.20, 22.08
424,AB,4,ABIE,LAS,, 52.30, 22.09
425,AB,4,ABIE,LAS,, 52.40, 22.11
426,AB,4,ABIE,LAS,, 52.50, 22.12
427,AB,4,ABIE,LAS,, 52.60, 22.14
428,AB,4,ABIE,LAS,, 52.70, 22.16
429,AB,4,ABIE,LAS,, 52.80, 22.17
430,AB,4,ABIE,LAS,, 52.90, 22.19
431,AB,4,ABIE,LAS,, 53.00, 22.20
432,AB,4,ABIE,LAS,, 53.10, 22.22
433,AB,4,ABIE,LAS,, 53.20, 22.24
434,AB,4,ABIE,LAS,, 53.30, 22.25
435,AB,4,ABIE,LAS,, 53.40, 22.27
436,AB,4,ABIE,LAS,, 53.50, 22.28
437,AB,4,ABIE,LAS,, 53.60, 22.30
438,AB,4,ABIE,LAS,, 53.70, 22.32
439,AB,4,ABIE,LAS,, 53.80, 22.33
